legalName,altraDenominazione,dataAltraDenominazione,localType,nome,cognome,intestazione,authorizedFrom,existenceRangeFromDate,existenceRangeToDate,dataNascita,dataMorte,placeRole,placeEntry,otherPlaceRole,otherPlaceEntry,professione,legalStatus,tipologiaEnte,history,genere,relazione_complesso,relazione_tema,relazione_bib
Battisti,Battisti Luigi,,person,Gigino,Battisti,"Battisti Gigino, politico, antifascista, membro dell’Assemblea Costituente, (Trento 1901 - Sessa Aurunca 1946)",SIUSA,,,1901 apr 07,1946 dic 14,luogo di nascita,Trento,luogo di nascita,Trento,"Politico, antifascista, membro dell’Assemblea Costituente",,,,maschile,ca-416309,Antifascismo e Resistenza,"G. FERRANDI, Gigino Battisti: dall’antifascismo all’impegno politico nel dopoguerra, in «Archivio Trentino», 2004, 1, pp. 19 - 30"
Battisti,Battisti Luigi,,person,Gigino,Battisti,"Battisti Gigino, politico, antifascista, membro dell’Assemblea Costituente, (Trento 1901 - Sessa Aurunca 1946)",SIUSA,,,1901 apr 07,1946 dic 14,luogo di nascita,Trento,luogo di morte,Trento,"Politico, antifascista, membro dell’Assemblea Costituente",,,,maschile,ca-416309,Antifascismo e Resistenza,"G. FERRANDI, Gigino Battisti: dall’antifascismo all’impegno politico nel dopoguerra, in «Archivio Trentino», 2004, 1, pp. 19 - 30"
Battisti,Battisti Luigi,,person,Gigino,Battisti,"Battisti Gigino, politico, antifascista, membro dell’Assemblea Costituente, (Trento 1901 - Sessa Aurunca 1946)",SIUSA,,,1901 apr 07,1946 dic 14,luogo di nascita,Trento,luogo di nascita,Trento,"Politico, antifascista, membro dell’Assemblea Costituente",,,,maschile,ca-416309,Antifascismo e Resistenza,"G. FERRANDI, Gigino Battisti: dall’antifascismo all’impegno politico nel dopoguerra, in «Archivio Trentino», 2004, 1, pp. 19 - 30"
Battisti,Battisti Luigi,,person,Gigino,Battisti,"Battisti Gigino, politico, antifascista, membro dell’Assemblea Costituente, (Trento 1901 - Sessa Aurunca 1946)",SIUSA,,,1901 apr 07,1946 dic 14,luogo di nascita,Trento,luogo di nascita,Sessa Aurunca (Caserta),"Politico, antifascista, membro dell’Assemblea Costituente",,,,maschile,ca-416309,Antifascismo e Resistenza,"G. FERRANDI, Gigino Battisti: dall’antifascismo all’impegno politico nel dopoguerra, in «Archivio Trentino», 2004, 1, pp. 19 - 30"
Battisti,Battisti Luigi,,person,Gigino,Battisti,"Battisti Gigino, politico, antifascista, membro dell’Assemblea Costituente, (Trento 1901 - Sessa Aurunca 1946)",SIUSA,,,1901 apr 07,1946 dic 14,luogo di nascita,Trento,luogo di nascita,Trento,"Politico, antifascista, membro dell’Assemblea Costituente",,,,maschile,ca-416309,Antifascismo e Resistenza,"G. FERRANDI, Gigino Battisti: dall’antifascismo all’impegno politico nel dopoguerra, in «Archivio Trentino», 2004, 1, pp. 19 - 30"
Battisti,Battisti Luigi,,person,Gigino,Battisti,"Battisti Gigino, politico, antifascista, membro dell’Assemblea Costituente, (Trento 1901 - Sessa Aurunca 1946)",SIUSA,,,1901 apr 07,1946 dic 14,luogo di nascita,Trento,luogo di nascita,Trento,"Politico, antifascista, membro dell’Assemblea Costituente",,,,maschile,ca-416309,Politica e sindacati,"G. FERRANDI, Gigino Battisti: dall’antifascismo all’impegno politico nel dopoguerra, in «Archivio Trentino», 2004, 1, pp. 19 - 30"
Battisti,Battisti Luigi,,person,Gigino,Battisti,"Battisti Gigino, politico, antifascista, membro dell’Assemblea Costituente, (Trento 1901 - Sessa Aurunca 1946)",SIUSA,,,1901 apr 07,1946 dic 14,luogo di nascita,Trento,luogo di nascita,Trento,"Politico, antifascista, membro dell’Assemblea Costituente",,,,maschile,ca-416309,Rete Parri,"G. FERRANDI, Gigino Battisti: dall’antifascismo all’impegno politico nel dopoguerra, in «Archivio Trentino», 2004, 1, pp. 19 - 30"
Conci,,,person,Enrico,Conci,"Conci, Enrico, senatore, (Trento 1866 - Trento 1960)",SIUSA,,,1866 giu 24,1960 mar 25,luogo di nascita,Trento,luogo di nascita,Trento,"Politico, deputato della Camera di Vienna e della Dieta di Innsbruck, senatore del Regno d’Italia e della Repubblica Italiana",,,,maschile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 111-127"
Conci,,,person,Enrico,Conci,"Conci, Enrico, senatore, (Trento 1866 - Trento 1960)",SIUSA,,,1866 giu 24,1960 mar 25,luogo di nascita,Trento,luogo di nascita,Trento,"Politico, deputato della Camera di Vienna e della Dieta di Innsbruck, senatore del Regno d’Italia e della Repubblica Italiana",,,,maschile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 111-127"
Enrico,,,person,Enrico,Conci,"Conci, Enrico, senatore, (Trento 1866 - Trento 1960)",SIUSA,,,1866 giu 24,1960 mar 25,luogo di nascita,Trento,luogo di nascita,Trento,"Politico, deputato della Camera di Vienna e della Dieta di Innsbruck, senatore del Regno d’Italia e della Repubblica Italiana",,,,maschile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 111-127"
"Conci, Enrico, senatore, (Trento 1866 - Trento 1960)",,,person,Enrico,Conci,"Conci, Enrico, senatore, (Trento 1866 - Trento 1960)",SIUSA,,,1866 giu 24,1960 mar 25,luogo di nascita,Trento,luogo di nascita,Trento,"Politico, deputato della Camera di Vienna e della Dieta di Innsbruck, senatore del Regno d’Italia e della Repubblica Italiana",,,,maschile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 111-127"
Conci,,,person,Enrico,Conci,"Conci, Enrico, senatore, (Trento 1866 - Trento 1960)",SIUSA,,,1866 giu 24,1960 mar 25,luogo di nascita,Trento,luogo di nascita,Trento,"Politico, deputato della Camera di Vienna e della Dieta di Innsbruck, senatore del Regno d’Italia e della Repubblica Italiana",,,,maschile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 111-127"
Conci,,,person,Enrico,Conci,"Conci, Enrico, senatore, (Trento 1866 - Trento 1960)",SIUSA,,,1866 giu 24,1960 mar 25,luogo di morte,Trento,luogo di nascita,Trento,"Politico, deputato della Camera di Vienna e della Dieta di Innsbruck, senatore del Regno d’Italia e della Repubblica Italiana",,,,maschile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 111-127"
Conci,,,person,Enrico,Conci,"Conci, Enrico, senatore, (Trento 1866 - Trento 1960)",SIUSA,,,1866 giu 24,1960 mar 25,luogo di nascita,Trento,luogo di nascita,Trento,"Politico, deputato della Camera di Vienna e della Dieta di Innsbruck, senatore del Regno d’Italia e della Repubblica Italiana",,,,maschile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 111-127"
Conci,,,person,Enrico,Conci,"Conci, Enrico, senatore, (Trento 1866 - Trento 1960)",SIUSA,,,1866 giu 24,1960 mar 25,luogo di nascita,Trento,luogo di nascita,Trento,"Politico, deputato della Camera di Vienna e della Dieta di Innsbruck, senatore del Regno d’Italia e della Repubblica Italiana",,,,maschile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 111-127"
Conci,,,person,Enrico,Conci,"Conci, Enrico, senatore, (Trento 1866 - Trento 1960)",SIUSA,,,1866 giu 24,1960 mar 25,luogo di nascita,Trento,luogo di nascita,Trento,"Politico, deputato della Camera di Vienna e della Dieta di Innsbruck, senatore del Regno d’Italia e della Repubblica Italiana",,,,maschile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 111-127"
Conci,,,person,Enrico,Conci,"Conci, Enrico, senatore, (Trento 1866 - Trento 1960)",SIUSA,,,1866 giu 24,1960 mar 25,luogo di nascita,Trento,luogo di morte,Trento,"Politico, deputato della Camera di Vienna e della Dieta di Innsbruck, senatore del Regno d’Italia e della Repubblica Italiana",,,,maschile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 111-127"
Conci,,,person,Enrico,Conci,"Conci, Enrico, senatore, (Trento 1866 - Trento 1960)",SIUSA,,,1866 giu 24,1960 mar 25,luogo di nascita,Trento,luogo di nascita,Trento,"Politico, deputato della Camera di Vienna e della Dieta di Innsbruck, senatore del Regno d’Italia e della Repubblica Italiana",,,,maschile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 111-127"
Conci,,,person,Enrico,Conci,"Conci, Enrico, senatore, (Trento 1866 - Trento 1960)",SIUSA,,,1866 giu 24,1960 mar 25,luogo di nascita,Trento,luogo di nascita,Trento,"Politico, deputato della Camera di Vienna e della Dieta di Innsbruck, senatore del Regno d’Italia e della Repubblica Italiana",,,,maschile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 111-127"
Conci,,,person,Enrico,Conci,"Conci, Enrico, senatore, (Trento 1866 - Trento 1960)",SIUSA,,,1866 giu 24,1960 mar 25,luogo di nascita,Trento,luogo di nascita,Trento,"Politico, deputato della Camera di Vienna e della Dieta di Innsbruck, senatore del Regno d’Italia e della Repubblica Italiana",,,,maschile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 111-127"
Conci,,,person,Enrico,Conci,"Conci, Enrico, senatore, (Trento 1866 - Trento 1960)",SIUSA,,,1866 giu 24,1960 mar 25,luogo di nascita,Trento,luogo di nascita,Trento,"Politico, deputato della Camera di Vienna e della Dieta di Innsbruck, senatore del Regno d’Italia e della Repubblica Italiana",,,,maschile,ca-522475,Rete Parri,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 111-127"
Conci,,,person,Elsa,Conci,"Conci, Elsa, insegnante, politico, (Trento 1895 - Mollaro di Predaia 1965)",SIUSA,,,1895 mar 23,1965 nov 01,luogo di nascita,Trento,luogo di nascita,Trento,"Insegnante, membro del partito della Democrazia Cristiana, deputato dell’Assemblea Costituente",,,,femminile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 127-133"
Conci,,,person,Elsa,Conci,"Conci, Elsa, insegnante, politico, (Trento 1895 - Mollaro di Predaia 1965)",SIUSA,,,1895 mar 23,1965 nov 01,luogo di nascita,Trento,luogo di nascita,Trento,"Insegnante, membro del partito della Democrazia Cristiana, deputato dell’Assemblea Costituente",,,,femminile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 127-133"
Elsa,,,person,Elsa,Conci,"Conci, Elsa, insegnante, politico, (Trento 1895 - Mollaro di Predaia 1965)",SIUSA,,,1895 mar 23,1965 nov 01,luogo di nascita,Trento,luogo di nascita,Trento,"Insegnante, membro del partito della Democrazia Cristiana, deputato dell’Assemblea Costituente",,,,femminile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 127-133"
"Conci, Elsa, insegnante, politico, (Trento 1895 - Mollaro di Predaia 1965)",,,person,Elsa,Conci,"Conci, Elsa, insegnante, politico, (Trento 1895 - Mollaro di Predaia 1965)",SIUSA,,,1895 mar 23,1965 nov 01,luogo di nascita,Trento,luogo di nascita,Trento,"Insegnante, membro del partito della Democrazia Cristiana, deputato dell’Assemblea Costituente",,,,femminile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 127-133"
Conci,,,person,Elsa,Conci,"Conci, Elsa, insegnante, politico, (Trento 1895 - Mollaro di Predaia 1965)",SIUSA,,,1895 mar 23,1965 nov 01,luogo di nascita,Trento,luogo di nascita,Trento,"Insegnante, membro del partito della Democrazia Cristiana, deputato dell’Assemblea Costituente",,,,femminile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 127-133"
Conci,,,person,Elsa,Conci,"Conci, Elsa, insegnante, politico, (Trento 1895 - Mollaro di Predaia 1965)",SIUSA,,,1895 mar 23,1965 nov 01,luogo di morte,Trento,luogo di nascita,Trento,"Insegnante, membro del partito della Democrazia Cristiana, deputato dell’Assemblea Costituente",,,,femminile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 127-133"
Conci,,,person,Elsa,Conci,"Conci, Elsa, insegnante, politico, (Trento 1895 - Mollaro di Predaia 1965)",SIUSA,,,1895 mar 23,1965 nov 01,luogo di nascita,Trento,luogo di nascita,Trento,"Insegnante, membro del partito della Democrazia Cristiana, deputato dell’Assemblea Costituente",,,,femminile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 127-133"
Conci,,,person,Elsa,Conci,"Conci, Elsa, insegnante, politico, (Trento 1895 - Mollaro di Predaia 1965)",SIUSA,,,1895 mar 23,1965 nov 01,luogo di nascita,Mollaro di Predaia (Trento),luogo di nascita,Trento,"Insegnante, membro del partito della Democrazia Cristiana, deputato dell’Assemblea Costituente",,,,femminile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 127-133"
Conci,,,person,Elsa,Conci,"Conci, Elsa, insegnante, politico, (Trento 1895 - Mollaro di Predaia 1965)",SIUSA,,,1895 mar 23,1965 nov 01,luogo di nascita,Trento,luogo di nascita,Trento,"Insegnante, membro del partito della Democrazia Cristiana, deputato dell’Assemblea Costituente",,,,femminile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 127-133"
Conci,,,person,Elsa,Conci,"Conci, Elsa, insegnante, politico, (Trento 1895 - Mollaro di Predaia 1965)",SIUSA,,,1895 mar 23,1965 nov 01,luogo di nascita,Trento,luogo di morte,Trento,"Insegnante, membro del partito della Democrazia Cristiana, deputato dell’Assemblea Costituente",,,,femminile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 127-133"
Conci,,,person,Elsa,Conci,"Conci, Elsa, insegnante, politico, (Trento 1895 - Mollaro di Predaia 1965)",SIUSA,,,1895 mar 23,1965 nov 01,luogo di nascita,Trento,luogo di nascita,Trento,"Insegnante, membro del partito della Democrazia Cristiana, deputato dell’Assemblea Costituente",,,,femminile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 127-133"
Conci,,,person,Elsa,Conci,"Conci, Elsa, insegnante, politico, (Trento 1895 - Mollaro di Predaia 1965)",SIUSA,,,1895 mar 23,1965 nov 01,luogo di nascita,Trento,luogo di nascita,Mollaro di Predaia (Trento),"Insegnante, membro del partito della Democrazia Cristiana, deputato dell’Assemblea Costituente",,,,femminile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 127-133"
Conci,,,person,Elsa,Conci,"Conci, Elsa, insegnante, politico, (Trento 1895 - Mollaro di Predaia 1965)",SIUSA,,,1895 mar 23,1965 nov 01,luogo di nascita,Trento,luogo di nascita,Trento,"Insegnante, membro del partito della Democrazia Cristiana, deputato dell’Assemblea Costituente",,,,femminile,ca-522475,Politica e sindacati,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 127-133"
Conci,,,person,Elsa,Conci,"Conci, Elsa, insegnante, politico, (Trento 1895 - Mollaro di Predaia 1965)",SIUSA,,,1895 mar 23,1965 nov 01,luogo di nascita,Trento,luogo di nascita,Trento,"Insegnante, membro del partito della Democrazia Cristiana, deputato dell’Assemblea Costituente",,,,femminile,ca-522475,Rete Parri,"S. BENVENUTI - A. MASCAGNI, L’archivio della famiglia Conci, in «Archivio Trentino», quinta serie, XLVIII (1999), 2, 127-133"
Pedrotti,,,person,Giovanni,Pedrotti,"Pedrotti, Giovanni, possidente, (Rovereto 1867 - Andalo 1938)",SIUSA,,,1867 mag 26,1938 lug 15,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"possidente, fotografo dilettante",,,,maschile,ca-522510,Grande guerra (1915-1918),"M. BIGARAN, Pedrotti, Giovanni, in Dizionario biografico degli italiani, 82, Roma, Istituto Enciclopedia italiana, 2015, 84-86"
Pedrotti,,,person,Giovanni,Pedrotti,"Pedrotti, Giovanni, possidente, (Rovereto 1867 - Andalo 1938)",SIUSA,,,1867 mag 26,1938 lug 15,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"possidente, fotografo dilettante",,,,maschile,ca-522510,Grande guerra (1915-1918),"M. BIGARAN, Pedrotti, Giovanni, in Dizionario biografico degli italiani, 82, Roma, Istituto Enciclopedia italiana, 2015, 84-86"
Giovanni,,,person,Giovanni,Pedrotti,"Pedrotti, Giovanni, possidente, (Rovereto 1867 - Andalo 1938)",SIUSA,,,1867 mag 26,1938 lug 15,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"possidente, fotografo dilettante",,,,maschile,ca-522510,Grande guerra (1915-1918),"M. BIGARAN, Pedrotti, Giovanni, in Dizionario biografico degli italiani, 82, Roma, Istituto Enciclopedia italiana, 2015, 84-86"
"Pedrotti, Giovanni, possidente, (Rovereto 1867 - Andalo 1938)",,,person,Giovanni,Pedrotti,"Pedrotti, Giovanni, possidente, (Rovereto 1867 - Andalo 1938)",SIUSA,,,1867 mag 26,1938 lug 15,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"possidente, fotografo dilettante",,,,maschile,ca-522510,Grande guerra (1915-1918),"M. BIGARAN, Pedrotti, Giovanni, in Dizionario biografico degli italiani, 82, Roma, Istituto Enciclopedia italiana, 2015, 84-86"
Pedrotti,,,person,Giovanni,Pedrotti,"Pedrotti, Giovanni, possidente, (Rovereto 1867 - Andalo 1938)",SIUSA,,,1867 mag 26,1938 lug 15,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"possidente, fotografo dilettante",,,,maschile,ca-522510,Grande guerra (1915-1918),"M. BIGARAN, Pedrotti, Giovanni, in Dizionario biografico degli italiani, 82, Roma, Istituto Enciclopedia italiana, 2015, 84-86"
Pedrotti,,,person,Giovanni,Pedrotti,"Pedrotti, Giovanni, possidente, (Rovereto 1867 - Andalo 1938)",SIUSA,,,1867 mag 26,1938 lug 15,luogo di morte,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"possidente, fotografo dilettante",,,,maschile,ca-522510,Grande guerra (1915-1918),"M. BIGARAN, Pedrotti, Giovanni, in Dizionario biografico degli italiani, 82, Roma, Istituto Enciclopedia italiana, 2015, 84-86"
Pedrotti,,,person,Giovanni,Pedrotti,"Pedrotti, Giovanni, possidente, (Rovereto 1867 - Andalo 1938)",SIUSA,,,1867 mag 26,1938 lug 15,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"possidente, fotografo dilettante",,,,maschile,ca-522510,Grande guerra (1915-1918),"M. BIGARAN, Pedrotti, Giovanni, in Dizionario biografico degli italiani, 82, Roma, Istituto Enciclopedia italiana, 2015, 84-86"
Pedrotti,,,person,Giovanni,Pedrotti,"Pedrotti, Giovanni, possidente, (Rovereto 1867 - Andalo 1938)",SIUSA,,,1867 mag 26,1938 lug 15,luogo di nascita,Andalo (Trento),luogo di nascita,Rovereto (Trento),"possidente, fotografo dilettante",,,,maschile,ca-522510,Grande guerra (1915-1918),"M. BIGARAN, Pedrotti, Giovanni, in Dizionario biografico degli italiani, 82, Roma, Istituto Enciclopedia italiana, 2015, 84-86"
Pedrotti,,,person,Giovanni,Pedrotti,"Pedrotti, Giovanni, possidente, (Rovereto 1867 - Andalo 1938)",SIUSA,,,1867 mag 26,1938 lug 15,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"possidente, fotografo dilettante",,,,maschile,ca-522510,Grande guerra (1915-1918),"M. BIGARAN, Pedrotti, Giovanni, in Dizionario biografico degli italiani, 82, Roma, Istituto Enciclopedia italiana, 2015, 84-86"
Pedrotti,,,person,Giovanni,Pedrotti,"Pedrotti, Giovanni, possidente, (Rovereto 1867 - Andalo 1938)",SIUSA,,,1867 mag 26,1938 lug 15,luogo di nascita,Rovereto (Trento),luogo di morte,Rovereto (Trento),"possidente, fotografo dilettante",,,,maschile,ca-522510,Grande guerra (1915-1918),"M. BIGARAN, Pedrotti, Giovanni, in Dizionario biografico degli italiani, 82, Roma, Istituto Enciclopedia italiana, 2015, 84-86"
Pedrotti,,,person,Giovanni,Pedrotti,"Pedrotti, Giovanni, possidente, (Rovereto 1867 - Andalo 1938)",SIUSA,,,1867 mag 26,1938 lug 15,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"possidente, fotografo dilettante",,,,maschile,ca-522510,Grande guerra (1915-1918),"M. BIGARAN, Pedrotti, Giovanni, in Dizionario biografico degli italiani, 82, Roma, Istituto Enciclopedia italiana, 2015, 84-86"
Pedrotti,,,person,Giovanni,Pedrotti,"Pedrotti, Giovanni, possidente, (Rovereto 1867 - Andalo 1938)",SIUSA,,,1867 mag 26,1938 lug 15,luogo di nascita,Rovereto (Trento),luogo di nascita,Andalo (Trento),"possidente, fotografo dilettante",,,,maschile,ca-522510,Grande guerra (1915-1918),"M. BIGARAN, Pedrotti, Giovanni, in Dizionario biografico degli italiani, 82, Roma, Istituto Enciclopedia italiana, 2015, 84-86"
Pedrotti,,,person,Giovanni,Pedrotti,"Pedrotti, Giovanni, possidente, (Rovereto 1867 - Andalo 1938)",SIUSA,,,1867 mag 26,1938 lug 15,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"possidente, fotografo dilettante",,,,maschile,ca-522510,Grande guerra (1915-1918),"M. BIGARAN, Pedrotti, Giovanni, in Dizionario biografico degli italiani, 82, Roma, Istituto Enciclopedia italiana, 2015, 84-86"
Pedrotti,,,person,Giovanni,Pedrotti,"Pedrotti, Giovanni, possidente, (Rovereto 1867 - Andalo 1938)",SIUSA,,,1867 mag 26,1938 lug 15,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"possidente, fotografo dilettante",,,,maschile,ca-522510,Rete Parri,"M. BIGARAN, Pedrotti, Giovanni, in Dizionario biografico degli italiani, 82, Roma, Istituto Enciclopedia italiana, 2015, 84-86"
Pedrotti,,,person,Giovanni,Pedrotti,"Pedrotti, Giovanni, possidente, (Rovereto 1867 - Andalo 1938)",SIUSA,,,1867 mag 26,1938 lug 15,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"possidente, fotografo dilettante",,,,maschile,ca-522510,Grande guerra (1915-1918),"M. BIGARAN, Pedrotti, Giovanni, in Dizionario biografico degli italiani, 82, Roma, Istituto Enciclopedia italiana, 2015, 84-86"
Pedrotti,,,person,Giovanni,Pedrotti,"Pedrotti, Giovanni, possidente, (Rovereto 1867 - Andalo 1938)",SIUSA,,,1867 mag 26,1938 lug 15,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"possidente, fotografo dilettante",,,,maschile,ca-522510,Grande guerra (1915-1918),"Trentino in posa: fotografie di Giovanni Pedrotti alla vigilia della Grande Guerra, a cura di L. DAL PRÀ - K. MALATESTA, Trento, Provincia autonoma di Trento. Soprintendenza per i beni storico-artistici, librari e archivistici, 2014."
Pedrotti,,,person,Giovanni,Pedrotti,"Pedrotti, Giovanni, possidente, (Rovereto 1867 - Andalo 1938)",SIUSA,,,1867 mag 26,1938 lug 15,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"possidente, fotografo dilettante",,,,maschile,ca-522510,Grande guerra (1915-1918),"L'archivio di Giovanni Pedrotti e le recenti acquisizioni documentarie della Biblioteca comunale di Trento, a cura di S. GROFF, Trento, Comune di Trento, 2009"
Pedrotti,,,person,Giovanni,Pedrotti,"Pedrotti, Giovanni, possidente, (Rovereto 1867 - Andalo 1938)",SIUSA,,,1867 mag 26,1938 lug 15,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"possidente, fotografo dilettante",,,,maschile,ca-522510,Grande guerra (1915-1918),"C. AMBROSI, Giovanni Pedrotti, in Una storia fatta a persona: contributi per un dizionario biografico trentino del Novecento, a cura di R. TAIANI, Trento, Museo storico in Trento, 2005, 137-178"
Pedrotti,,,person,Giovanni,Pedrotti,"Pedrotti, Giovanni, possidente, (Rovereto 1867 - Andalo 1938)",SIUSA,,,1867 mag 26,1938 lug 15,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"possidente, fotografo dilettante",,,,maschile,ca-522510,Grande guerra (1915-1918),"C. AMBROSI, Giovanni Pedrotti: un liberale indipendente, in «Archivio trentino di storia contemporanea», 44 (1996), 1, 5-37"
Pedrotti,,,person,Giovanni,Pedrotti,"Pedrotti, Giovanni, possidente, (Rovereto 1867 - Andalo 1938)",SIUSA,,,1867 mag 26,1938 lug 15,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"possidente, fotografo dilettante",,,,maschile,ca-522510,Grande guerra (1915-1918),"B. EMMERT, Giovanni Pedrotti, Trento - Bolzano, TEMI, 1939"
Pedrotti,,,person,Giovanni,Pedrotti,"Pedrotti, Giovanni, possidente, (Rovereto 1867 - Andalo 1938)",SIUSA,,,1867 mag 26,1938 lug 15,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"possidente, fotografo dilettante",,,,maschile,ca-522510,Grande guerra (1915-1918),"L. CESARINI SFORZA, Giovanni Pedrotti, in «Studi trentini di scienze storiche», 19 (1938), 2, pp. 213-215, 213-215"
Comitato diocesano per l’azione cattolica di Trento,,,corporateBody,,,"Comitato diocesano per l’azione cattolica di Trento, Trento, 1898 - 1924",SIUSA,1898,1924 mag 15,,,Sede,Trento,Sede,Trento,,privato,ente e associazione della chiesa cattolica,,,ca-522519,Chiesa cattolica,"I fondi Comitato diocesano per l’azione cattolica (1898 - 1924) e Azione Cattolica Italiana - sezione diocesana di Trento (1924-1969) dell’Archivio Diocesano di Trento. Inventario, a cura di G. CHIRONI, Trento, Provincia autonoma di Trento Soprintendenza per i beni librari, archivistici e archeologici, 2010, 21-48"
